iso_code,ano,population
ABW,1850,2720
ABW,1860,3100
ABW,1870,3800
ABW,1880,6200
ABW,1890,7457
ABW,1900,9600
ABW,1910,9420
ABW,1920,8600
ABW,1930,13545
ABW,1940,30399
ABW,1950,42763
ABW,1951,43880
ABW,1952,45052
ABW,1953,46269
ABW,1954,47516
ABW,1955,48786
ABW,1956,50083
ABW,1957,51383
ABW,1958,52686
ABW,1959,54003
ABW,1960,54938
ABW,1961,55596
ABW,1962,56335
ABW,1963,57018
ABW,1964,57637
ABW,1965,58208
ABW,1966,58707
ABW,1967,59011
ABW,1968,59086
ABW,1969,59068
ABW,1970,58967
ABW,1971,58798
ABW,1972,58912
ABW,1973,59456
ABW,1974,60144
ABW,1975,60825
ABW,1976,61292
ABW,1977,61532
ABW,1978,61733
ABW,1979,61913
ABW,1980,62050
ABW,1981,62279
ABW,1982,62675
ABW,1983,63114
ABW,1984,63483
ABW,1985,63673
ABW,1986,64106
ABW,1987,63942
ABW,1988,63788
ABW,1989,64015
ABW,1990,65093
ABW,1991,67222
ABW,1992,69550
ABW,1993,71732
ABW,1994,74103
ABW,1995,76500
ABW,1996,78964
ABW,1997,81496
ABW,1998,84076
ABW,1999,86680
ABW,2000,88944
ABW,2001,90511
ABW,2002,91595
ABW,2003,92518
ABW,2004,93388
ABW,2005,94366
ABW,2006,95512
ABW,2007,96700
ABW,2008,97910
ABW,2009,99132
ABW,2010,100240
ABW,2011,101149
ABW,2012,101950
ABW,2013,102730
ABW,2014,103494
ABW,2015,104234
ABW,2016,104940
ABW,2017,105595
ABW,2018,106214
ABW,2019,106774
ABW,2020,107004
ABW,2021,107054
ABW,2022,107126
ABW,2023,107946
AFG,1750,2802560
AFG,1760,2866255
AFG,1770,2931397
AFG,1780,2998019
AFG,1790,3066156
AFG,1800,3280000
AFG,1801,3280000
AFG,1802,3280000
AFG,1803,3280000
AFG,1804,3280000
AFG,1805,3280000
AFG,1806,3280000
AFG,1807,3280000
AFG,1808,3280000
AFG,1809,3280000
AFG,1810,3280000
AFG,1811,3280000
AFG,1812,3280000
AFG,1813,3280000
AFG,1814,3280000
AFG,1815,3280000
AFG,1816,3280000
AFG,1817,3280000
AFG,1818,3280000
AFG,1819,3282935
AFG,1820,3288817
AFG,1821,3297661
AFG,1822,3309479
AFG,1823,3324285
AFG,1824,3339157
AFG,1825,3354095
AFG,1826,3369101
AFG,1827,3384173
AFG,1828,3399313
AFG,1829,3414520
AFG,1830,3429796
AFG,1831,3445140
AFG,1832,3460553
AFG,1833,3476034
AFG,1834,3491585
AFG,1835,3507205
AFG,1836,3522896
AFG,1837,3538656
AFG,1838,3554487
AFG,1839,3570389
AFG,1840,3586362
AFG,1841,3602406
AFG,1842,3618522
AFG,1843,3634711
AFG,1844,3650971
AFG,1845,3667305
AFG,1846,3683711
AFG,1847,3700191
AFG,1848,3716745
AFG,1849,3734342
AFG,1850,3752993
AFG,1851,3767956
AFG,1852,3783940
AFG,1853,3800954
AFG,1854,3818038
AFG,1855,3835192
AFG,1856,3852417
AFG,1857,3869714
AFG,1858,3887081
AFG,1859,3904521
AFG,1860,3922032
AFG,1861,3939616
AFG,1862,3957271
AFG,1863,3975000
AFG,1864,3992801
AFG,1865,4010675
AFG,1866,4028623
AFG,1867,4046645
AFG,1868,4064740
AFG,1869,4082915
AFG,1870,4101170
AFG,1871,4119504
AFG,1872,4137920
AFG,1873,4156416
AFG,1874,4174988
AFG,1875,4193635
AFG,1876,4212359
AFG,1877,4231159
AFG,1878,4250036
AFG,1879,4268990
AFG,1880,4288021
AFG,1881,4307129
AFG,1882,4326316
AFG,1883,4345580
AFG,1884,4364922
AFG,1885,4384343
AFG,1886,4403843
AFG,1887,4423422
AFG,1888,4443080
AFG,1889,4462817
AFG,1890,4482635
AFG,1891,4502532
AFG,1892,4522510
AFG,1893,4542568
AFG,1894,4562708
AFG,1895,4582928
AFG,1896,4603230
AFG,1897,4623613
AFG,1898,4644079
AFG,1899,4672084
AFG,1900,4707744
AFG,1901,4751177
AFG,1902,4802500
AFG,1903,4861833
AFG,1904,4921891
AFG,1905,4982681
AFG,1906,5044212
AFG,1907,5106495
AFG,1908,5169536
AFG,1909,5300178
AFG,1910,5504191
AFG,1911,5787792
AFG,1912,6157669
AFG,1913,6621025
AFG,1914,7119235
AFG,1915,7654918
AFG,1916,8230894
AFG,1917,8850190
AFG,1918,9529174
AFG,1919,9976355
AFG,1920,10188845
AFG,1921,10162753
AFG,1922,9893152
AFG,1923,9374030
AFG,1924,8882148
AFG,1925,8416077
AFG,1926,7974462
AFG,1927,7556019
AFG,1928,7159534
AFG,1929,6851115
AFG,1930,6626142
AFG,1931,6480237
AFG,1932,6409250
AFG,1933,6409250
AFG,1934,6409250
AFG,1935,6409250
AFG,1936,6409250
AFG,1937,6409250
AFG,1938,6409250
AFG,1939,6428903
AFG,1940,6468510
AFG,1941,6528377
AFG,1942,6608815
AFG,1943,6710138
AFG,1944,6813016
AFG,1945,6917471
AFG,1946,7023527
AFG,1947,7131209
AFG,1948,7240542
AFG,1949,7356890
AFG,1950,7628323
AFG,1951,7725442
AFG,1952,7827658
AFG,1953,7930626
AFG,1954,8036121
AFG,1955,8149457
AFG,1956,8271016
AFG,1957,8399274
AFG,1958,8528620
AFG,1959,8668746
AFG,1960,8828760
AFG,1961,9002111
AFG,1962,9186733
AFG,1963,9380977
AFG,1964,9584914
AFG,1965,9800578
AFG,1966,10024775
AFG,1967,10257999
AFG,1968,10502353
AFG,1969,10755954
AFG,1970,11021554
AFG,1971,11291762
AFG,1972,11570225
AFG,1973,11866654
AFG,1974,12169504
AFG,1975,12465678
AFG,1976,12742568
AFG,1977,13014033
AFG,1978,13275154
AFG,1979,13320975
AFG,1980,12827976
AFG,1981,11546392
AFG,1982,10539836
AFG,1983,10434716
AFG,1984,10716954
AFG,1985,10969538
AFG,1986,10934260
AFG,1987,10855296
AFG,1988,10953379
AFG,1989,11273630
AFG,1990,11370234
AFG,1991,11492024
AFG,1992,12668209
AFG,1993,14473469
AFG,1994,15853180
AFG,1995,16742374
AFG,1996,17434932
AFG,1997,18120459
AFG,1998,18826565
AFG,1999,19575322
AFG,2000,19836660
AFG,2001,19986468
AFG,2002,21189190
AFG,2003,22689095
AFG,2004,23557105
AFG,2005,24407885
AFG,2006,25433523
AFG,2007,25906579
AFG,2008,26454916
AFG,2009,27425706
AFG,2010,28236880
AFG,2011,29298432
AFG,2012,30513260
AFG,2013,31581962
AFG,2014,32754370
AFG,2015,33792632
AFG,2016,34668413
AFG,2017,35666181
AFG,2018,36714914
AFG,2019,37812811
AFG,2020,39020607
AFG,2021,40049936
AFG,2022,40853809
AFG,2023,41454762
AGO,1850,2418020
AGO,1851,2445025
AGO,1852,2468568
AGO,1853,2488555
AGO,1854,2508701
AGO,1855,2529007
AGO,1856,2549474
AGO,1857,2570102
AGO,1858,2590895
AGO,1859,2611894
AGO,1860,2633102
AGO,1861,2654522
AGO,1862,2676155
AGO,1863,2698003
AGO,1864,2720026
AGO,1865,2742225
AGO,1866,2764601
AGO,1867,2787156
AGO,1868,2809892
AGO,1869,2831694
AGO,1870,2852547
AGO,1871,2872435
AGO,1872,2891341
AGO,1873,2909249
AGO,1874,2927264
AGO,1875,2945386
AGO,1876,2963618
AGO,1877,2981958
AGO,1878,3000408
AGO,1879,3018954
AGO,1880,3037598
AGO,1881,3056340
AGO,1882,3075181
AGO,1883,3094120
AGO,1884,3113172
AGO,1885,3132337
AGO,1886,3151616
AGO,1887,3171010
AGO,1888,3190519
AGO,1889,3203693
AGO,1890,3210508
AGO,1891,3210945
AGO,1892,3204981
AGO,1893,3192595
AGO,1894,3180253
AGO,1895,3167955
AGO,1896,3155700
AGO,1897,3143489
AGO,1898,3131321
AGO,1899,3117320
AGO,1900,3101503
AGO,1901,3083888
AGO,1902,3064493
AGO,1903,3043335
AGO,1904,3022320
AGO,1905,3001447
AGO,1906,2980714
AGO,1907,2960121
AGO,1908,2939666
AGO,1909,2921666
AGO,1910,2906100
AGO,1911,2892945
AGO,1912,2882183
AGO,1913,2873791
AGO,1914,2865420
AGO,1915,2857070
AGO,1916,2848742
AGO,1917,2840434
AGO,1918,2829072
AGO,1919,2828420
AGO,1920,2838595
AGO,1921,2859717
AGO,1922,2891905
AGO,1923,2935284
AGO,1924,2979313
AGO,1925,3024003
AGO,1926,3069363
AGO,1927,3115404
AGO,1928,3162135
AGO,1929,3208915
AGO,1930,3255737
AGO,1931,3302592
AGO,1932,3349470
AGO,1933,3396362
AGO,1934,3443911
AGO,1935,3492126
AGO,1936,3541016
AGO,1937,3590590
AGO,1938,3640858
AGO,1939,3694824
AGO,1940,3752594
AGO,1941,3814276
AGO,1942,3879980
AGO,1943,3949820
AGO,1944,4020916
AGO,1945,4093293
AGO,1946,4166972
AGO,1947,4241977
AGO,1948,4318333
AGO,1949,4397048
AGO,1950,4515028
AGO,1951,4586156
AGO,1952,4657830
AGO,1953,4732540
AGO,1954,4808586
AGO,1955,4885448
AGO,1956,4963193
AGO,1957,5042492
AGO,1958,5123490
AGO,1959,5207530
AGO,1960,5294432
AGO,1961,5371456
AGO,1962,5437860
AGO,1963,5504083
AGO,1964,5568698
AGO,1965,5629286
AGO,1966,5684224
AGO,1967,5734656
AGO,1968,5785453
AGO,1969,5846040
AGO,1970,5941246
AGO,1971,6084084
AGO,1972,6269502
AGO,1973,6483386
AGO,1974,6707932
AGO,1975,6937840
AGO,1976,7170728
AGO,1977,7414867
AGO,1978,7674168
AGO,1979,7945216
AGO,1980,8231960
AGO,1981,8533532
AGO,1982,8849404
AGO,1983,9179844
AGO,1984,9521816
AGO,1985,9874878
AGO,1986,10236018
AGO,1987,10595962
AGO,1988,10960782
AGO,1989,11339034
AGO,1990,11727501
AGO,1991,12126116
AGO,1992,12528113
AGO,1993,12932706
AGO,1994,13355897
AGO,1995,13806019
AGO,1996,14277162
AGO,1997,14765784
AGO,1998,15263122
AGO,1999,15768996
AGO,2000,16294470
AGO,2001,16844394
AGO,2002,17421920
AGO,2003,18034032
AGO,2004,18685777
AGO,2005,19371062
AGO,2006,20088809
AGO,2007,20844130
AGO,2008,21635090
AGO,2009,22461224
AGO,2010,23329508
AGO,2011,24238739
AGO,2012,25182848
AGO,2013,26156314
AGO,2014,27144553
AGO,2015,28142762
AGO,2016,29168907
AGO,2017,30221736
AGO,2018,31285349
AGO,2019,32364612
AGO,2020,33439815
AGO,2021,34518102
AGO,2022,35612012
AGO,2023,36717060
AIA,1850,3071
AIA,1860,2965
AIA,1870,2815
AIA,1880,3160
AIA,1890,3650
AIA,1900,3980
AIA,1910,4160
AIA,1920,4187
AIA,1930,4994
AIA,1940,5533
AIA,1950,5022
AIA,1951,5229
AIA,1952,5388
AIA,1953,5522
AIA,1954,5668
AIA,1955,5763
AIA,1956,5801
AIA,1957,5823
AIA,1958,5819
AIA,1959,5800
AIA,1960,5801
AIA,1961,5846
AIA,1962,5899
AIA,1963,5943
AIA,1964,5994
AIA,1965,6040
AIA,1966,6095
AIA,1967,6150
AIA,1968,6207
AIA,1969,6257
AIA,1970,6324
AIA,1971,6376
AIA,1972,6427
AIA,1973,6466
AIA,1974,6502
AIA,1975,6519
AIA,1976,6545
AIA,1977,6567
AIA,1978,6587
AIA,1979,6602
AIA,1980,6612
AIA,1981,6628
AIA,1982,6653
AIA,1983,6672
AIA,1984,6764
AIA,1985,6978
AIA,1986,7245
AIA,1987,7519
AIA,1988,7807
AIA,1989,8116
AIA,1990,8422
AIA,1991,8728
AIA,1992,9005
AIA,1993,9252
AIA,1994,9489
AIA,1995,9738
AIA,1996,10000
AIA,1997,10278
AIA,1998,10557
AIA,1999,10864
AIA,2000,11196
AIA,2001,11497
AIA,2002,11714
AIA,2003,11903
AIA,2004,12092
AIA,2005,12290
AIA,2006,12493
AIA,2007,12697
AIA,2008,12911
AIA,2009,13138
AIA,2010,13372
AIA,2011,13593
AIA,2012,13401
AIA,2013,13272
AIA,2014,13748
AIA,2015,14235
AIA,2016,14344
AIA,2017,14449
AIA,2018,14746
AIA,2019,14845
AIA,2020,14864
AIA,2021,14503
AIA,2022,14202
AIA,2023,14435
ALB,1850,501490
ALB,1851,505313
ALB,1852,509659
ALB,1853,514536
ALB,1854,519460
ALB,1855,524430
ALB,1856,529449
ALB,1857,534515
ALB,1858,539629
ALB,1859,544793
ALB,1860,550006
ALB,1861,555269
ALB,1862,560582
ALB,1863,565946
ALB,1864,571361
ALB,1865,576828
ALB,1866,582348
ALB,1867,587920
ALB,1868,593546
ALB,1869,599215
ALB,1870,604928
ALB,1871,610685
ALB,1872,616487
ALB,1873,622333
ALB,1874,628235
ALB,1875,634193
ALB,1876,640208
ALB,1877,646279
ALB,1878,652408
ALB,1879,658596
ALB,1880,664842
ALB,1881,671147
ALB,1882,677511
ALB,1883,683937
ALB,1884,690423
ALB,1885,696970
ALB,1886,703580
ALB,1887,710252
ALB,1888,716988
ALB,1889,723850
ALB,1890,730840
ALB,1891,737961
ALB,1892,745214
ALB,1893,752600
ALB,1894,760060
ALB,1895,767593
ALB,1896,775202
ALB,1897,782885
ALB,1898,790645
ALB,1899,798342
ALB,1900,805974
ALB,1901,813539
ALB,1902,821036
ALB,1903,828461
ALB,1904,835954
ALB,1905,843514
ALB,1906,851143
ALB,1907,858841
ALB,1908,866609
ALB,1909,874016
ALB,1910,881057
ALB,1911,887724
ALB,1912,894013
ALB,1913,899917
ALB,1914,905859
ALB,1915,911841
ALB,1916,917862
ALB,1917,923923
ALB,1918,929879
ALB,1919,935646
ALB,1920,941221
ALB,1921,946603
ALB,1922,951788
ALB,1923,956775
ALB,1924,961788
ALB,1925,966828
ALB,1926,971893
ALB,1927,976986
ALB,1928,982104
ALB,1929,988255
ALB,1930,995454
ALB,1931,1003716
ALB,1932,1013057
ALB,1933,1023495
ALB,1934,1034040
ALB,1935,1044694
ALB,1936,1055458
ALB,1937,1066333
ALB,1938,1077319
ALB,1939,1088816
ALB,1940,1100833
ALB,1941,1113381
ALB,1942,1126469
ALB,1943,1140109
ALB,1944,1153914
ALB,1945,1167887
ALB,1946,1182028
ALB,1947,1196341
ALB,1948,1210827
ALB,1949,1229519
ALB,1950,1250220
ALB,1951,1282770
ALB,1952,1317663
ALB,1953,1355164
ALB,1954,1395049
ALB,1955,1436294
ALB,1956,1478724
ALB,1957,1523764
ALB,1958,1572484
ALB,1959,1625022
ALB,1960,1680291
ALB,1961,1733938
ALB,1962,1785986
ALB,1963,1839796
ALB,1964,1895232
ALB,1965,1952056
ALB,1966,2010370
ALB,1967,2070485
ALB,1968,2132162
ALB,1969,2193341
ALB,1970,2252980
ALB,1971,2312407
ALB,1972,2372224
ALB,1973,2432275
ALB,1974,2492428
ALB,1975,2552496
ALB,1976,2612073
ALB,1977,2670700
ALB,1978,2728969
ALB,1979,2785078
ALB,1980,2838536
ALB,1981,2891402
ALB,1982,2944049
ALB,1983,2996516
ALB,1984,3048346
ALB,1985,3098986
ALB,1986,3147394
ALB,1987,3193260
ALB,1988,3237972
ALB,1989,3271278
ALB,1990,3286518
ALB,1991,3292347
ALB,1992,3293122
ALB,1993,3289272
ALB,1994,3281709
ALB,1995,3271470
ALB,1996,3258508
ALB,1997,3241693
ALB,1998,3221159
ALB,1999,3198430
ALB,2000,3174087
ALB,2001,3150778
ALB,2002,3128824
ALB,2003,3105542
ALB,2004,3080646
ALB,2005,3054396
ALB,2006,3027098
ALB,2007,2999488
ALB,2008,2972312
ALB,2009,2946020
ALB,2010,2921066
ALB,2011,2906080
ALB,2012,2901097
ALB,2013,2897294
ALB,2014,2893924
ALB,2015,2890558
ALB,2016,2889466
ALB,2017,2888804
ALB,2018,2885625
ALB,2019,2879448
ALB,2020,2869400
ALB,2021,2852176
ALB,2022,2834966
ALB,2023,2811660
AND,1750,2221
AND,1760,2338
AND,1770,2461
AND,1780,2590
AND,1790,2727
AND,1800,2654
AND,1801,2654
AND,1802,2654
AND,1803,2654
AND,1804,2654
AND,1805,2654
AND,1806,2654
AND,1807,2654
AND,1808,2654
AND,1809,2654
AND,1810,2654
AND,1811,2654
AND,1812,2654
AND,1813,2654
AND,1814,2654
AND,1815,2654
AND,1816,2654
AND,1817,2654
AND,1818,2654
AND,1819,2658
AND,1820,2665
AND,1821,2677
AND,1822,2692
AND,1823,2711
AND,1824,2730
AND,1825,2749
AND,1826,2769
AND,1827,2788
AND,1828,2808
AND,1829,2828
AND,1830,2848
AND,1831,2868
AND,1832,2888
AND,1833,2908
AND,1834,2929
AND,1835,2950
AND,1836,2970
AND,1837,2991
AND,1838,3013
AND,1839,3034
AND,1840,3055
AND,1841,3077
AND,1842,3099
AND,1843,3120
AND,1844,3142
AND,1845,3165
AND,1846,3187
AND,1847,3210
AND,1848,3232
AND,1849,3255
AND,1850,3278
AND,1851,3299
AND,1852,3321
AND,1853,3342
AND,1854,3364
AND,1855,3385
AND,1856,3407
AND,1857,3429
AND,1858,3451
AND,1859,3474
AND,1860,3496
AND,1861,3519
AND,1862,3541
AND,1863,3564
AND,1864,3587
AND,1865,3611
AND,1866,3634
AND,1867,3657
AND,1868,3681
AND,1869,3705
AND,1870,3729
AND,1871,3753
AND,1872,3777
AND,1873,3801
AND,1874,3826
AND,1875,3851
AND,1876,3875
AND,1877,3900
AND,1878,3926
AND,1879,3951
AND,1880,3976
AND,1881,4002
AND,1882,4028
AND,1883,4054
AND,1884,4080
AND,1885,4106
AND,1886,4133
AND,1887,4160
AND,1888,4186
AND,1889,4213
AND,1890,4241
AND,1891,4268
AND,1892,4295
AND,1893,4323
AND,1894,4351
AND,1895,4379
AND,1896,4407
AND,1897,4436
AND,1898,4464
AND,1899,4493
AND,1900,4522
AND,1901,4551
AND,1902,4581
AND,1903,4610
AND,1904,4640
AND,1905,4670
AND,1906,4700
AND,1907,4730
AND,1908,4761
AND,1909,4802
AND,1910,4855
AND,1911,4920
AND,1912,4996
AND,1913,5085
AND,1914,5176
AND,1915,5268
AND,1916,5361
AND,1917,5456
AND,1918,5557
AND,1919,5617
AND,1920,5637
AND,1921,5617
AND,1922,5557
AND,1923,5456
AND,1924,5358
AND,1925,5261
AND,1926,5166
AND,1927,5073
AND,1928,4981
AND,1929,4919
AND,1930,4885
AND,1931,4880
AND,1932,4904
AND,1933,4956
AND,1934,5009
AND,1935,5062
AND,1936,5116
AND,1937,5170
AND,1938,5225
AND,1939,5280
AND,1940,5337
AND,1941,5393
AND,1942,5450
AND,1943,5508
AND,1944,5567
AND,1945,5626
AND,1946,5686
AND,1947,5746
AND,1948,5807
AND,1949,5893
AND,1950,6018
AND,1951,5843
AND,1952,5474
AND,1953,5346
AND,1954,5623
AND,1955,6187
AND,1956,6788
AND,1957,7420
AND,1958,8090
AND,1959,8794
AND,1960,9532
AND,1961,10307
AND,1962,11107
AND,1963,11936
AND,1964,12786
AND,1965,13655
AND,1966,14649
AND,1967,15860
AND,1968,17200
AND,1969,18580
AND,1970,19998
AND,1971,21466
AND,1972,22977
AND,1973,24542
AND,1974,26153
AND,1975,27799
AND,1976,29457
AND,1977,31125
AND,1978,32757
AND,1979,34326
AND,1980,35802
AND,1981,37194
AND,1982,38785
AND,1983,40586
AND,1984,42291
AND,1985,43847
AND,1986,45758
AND,1987,47676
AND,1988,49439
AND,1989,50638
AND,1990,52616
AND,1991,56692
AND,1992,60216
AND,1993,63293
AND,1994,64630
AND,1995,63935
AND,1996,64008
AND,1997,64721
AND,1998,65399
AND,1999,65732
AND,2000,65703
AND,2001,65874
AND,2002,66528
AND,2003,69507
AND,2004,74342
AND,2005,77436
AND,2006,79609
AND,2007,81900
AND,2008,83513
AND,2009,83908
AND,2010,80726
AND,2011,77801
AND,2012,76858
AND,2013,75220
AND,2014,73755
AND,2015,72194
AND,2016,72197
AND,2017,73781
AND,2018,75182
AND,2019,76491
AND,2020,77398
AND,2021,78375
AND,2022,79722
AND,2023,80868
ANT,1970,246870
ANT,1980,269526
ANT,1990,295861
ANT,2000,280398
ANT,2001,283512
ANT,2002,286625
ANT,2003,289739
ANT,2004,292853
ANT,2005,295966
ANT,2006,299080
ANT,2007,302193
ANT,2008,305307
ANT,2009,308420
ANT,2010,311534
ARE,1750,43358
ARE,1760,42153
ARE,1770,40982
ARE,1780,39844
ARE,1790,38737
ARE,1800,40153
ARE,1801,40153
ARE,1802,40153
ARE,1803,40153
ARE,1804,40153
ARE,1805,40153
ARE,1806,40153
ARE,1807,40153
ARE,1808,40153
ARE,1809,40153
ARE,1810,40153
ARE,1811,40153
ARE,1812,40153
ARE,1813,40153
ARE,1814,40153
ARE,1815,40153
ARE,1816,40153
ARE,1817,40153
ARE,1818,40153
ARE,1819,40153
ARE,1820,40153
ARE,1821,40153
ARE,1822,40153
ARE,1823,40153
ARE,1824,40153
ARE,1825,40153
ARE,1826,40153
ARE,1827,40153
ARE,1828,40153
ARE,1829,40153
ARE,1830,40153
ARE,1831,40153
ARE,1832,40153
ARE,1833,40153
ARE,1834,40153
ARE,1835,40153
ARE,1836,40153
ARE,1837,40153
ARE,1838,40153
ARE,1839,40153
ARE,1840,40153
ARE,1841,40153
ARE,1842,40153
ARE,1843,40153
ARE,1844,40153
ARE,1845,40153
ARE,1846,40153
ARE,1847,40153
ARE,1848,40153
ARE,1849,40153
ARE,1850,40153
ARE,1851,40168
ARE,1852,40183
ARE,1853,40198
ARE,1854,40213
ARE,1855,40228
ARE,1856,40243
ARE,1857,40258
ARE,1858,40273
ARE,1859,40288
ARE,1860,40302
ARE,1861,40317
ARE,1862,40332
ARE,1863,40347
ARE,1864,40362
ARE,1865,40377
ARE,1866,40392
ARE,1867,40407
ARE,1868,40422
ARE,1869,40486
ARE,1870,40598
ARE,1871,40759
ARE,1872,40970
ARE,1873,41231
ARE,1874,41493
ARE,1875,41757
ARE,1876,42023
ARE,1877,42291
ARE,1878,42560
ARE,1879,42831
ARE,1880,43103
ARE,1881,43378
ARE,1882,43654
ARE,1883,43931
ARE,1884,44211
ARE,1885,44492
ARE,1886,44775
ARE,1887,45060
ARE,1888,45347
ARE,1889,45636
ARE,1890,45926
ARE,1891,46218
ARE,1892,46512
ARE,1893,46808
ARE,1894,47106
ARE,1895,47406
ARE,1896,47707
ARE,1897,48011
ARE,1898,48316
ARE,1899,48624
ARE,1900,48933
ARE,1901,49244
ARE,1902,49557
ARE,1903,49873
ARE,1904,50190
ARE,1905,50509
ARE,1906,50830
ARE,1907,51154
ARE,1908,51479
ARE,1909,51833
ARE,1910,52215
ARE,1911,52625
ARE,1912,53066
ARE,1913,53536
ARE,1914,54010
ARE,1915,54489
ARE,1916,54971
ARE,1917,55458
ARE,1918,55929
ARE,1919,56404
ARE,1920,56883
ARE,1921,57366
ARE,1922,57853
ARE,1923,58345
ARE,1924,58840
ARE,1925,59340
ARE,1926,59844
ARE,1927,60352
ARE,1928,60864
ARE,1929,61381
ARE,1930,61903
ARE,1931,62428
ARE,1932,62958
ARE,1933,63493
ARE,1934,64032
ARE,1935,64576
ARE,1936,65124
ARE,1937,65677
ARE,1938,66235
ARE,1939,66798
ARE,1940,67365
ARE,1941,67937
ARE,1942,68514
ARE,1943,69096
ARE,1944,69683
ARE,1945,70274
ARE,1946,70871
ARE,1947,71473
ARE,1948,72080
ARE,1949,73113
ARE,1950,74572
ARE,1951,79668
ARE,1952,84946
ARE,1953,90372
ARE,1954,95911
ARE,1955,101545
ARE,1956,107278
ARE,1957,113120
ARE,1958,119198
ARE,1959,125620
ARE,1960,132394
ARE,1961,139499
ARE,1962,146927
ARE,1963,154622
ARE,1964,162512
ARE,1965,170464
ARE,1966,178258
ARE,1967,185560
ARE,1968,206512
ARE,1969,246472
ARE,1970,292323
ARE,1971,339782
ARE,1972,388701
ARE,1973,438981
ARE,1974,490530
ARE,1975,543138
ARE,1976,615028
ARE,1977,708544
ARE,1978,807263
ARE,1979,910240
ARE,1980,1014884
ARE,1981,1100026
ARE,1982,1167122
ARE,1983,1236446
ARE,1984,1307173
ARE,1985,1378730
ARE,1986,1468042
ARE,1987,1575086
ARE,1988,1682741
ARE,1989,1790853
ARE,1990,1899190
ARE,1991,2007510
ARE,1992,2115488
ARE,1993,2222694
ARE,1994,2328613
ARE,1995,2434334
ARE,1996,2585155
ARE,1997,2781769
ARE,1998,2980784
ARE,1999,3181792
ARE,2000,3384461
ARE,2001,3588900
ARE,2002,3795246
ARE,2003,4002958
ARE,2004,4211156
ARE,2005,4472896
ARE,2006,4954031
ARE,2007,5748640
ARE,2008,6645678
ARE,2009,7349860
ARE,2010,7710074
ARE,2011,7887324
ARE,2012,8081050
ARE,2013,8291852
ARE,2014,8536418
ARE,2015,8795769
ARE,2016,9012570
ARE,2017,9151314
ARE,2018,9243521
ARE,2019,9294758
ARE,2020,9367908
ARE,2021,9577102
ARE,2022,9841612
ARE,2023,10079480
ARG,1850,1088372
ARG,1851,1115018
ARG,1852,1138141
ARG,1853,1157536
ARG,1854,1177263
ARG,1855,1197325
ARG,1856,1217730
ARG,1857,1238482
ARG,1858,1259588
ARG,1859,1285058
ARG,1860,1315097
ARG,1861,1349915
ARG,1862,1389733
ARG,1863,1434777
ARG,1864,1481281
ARG,1865,1529293
ARG,1866,1578860
ARG,1867,1630034
ARG,1868,1682867
ARG,1869,1737244
ARG,1870,1793208
ARG,1871,1850807
ARG,1872,1910088
ARG,1873,1971098
ARG,1874,2034058
ARG,1875,2099028
ARG,1876,2166073
ARG,1877,2235260
ARG,1878,2306657
ARG,1879,2380335
ARG,1880,2456365
ARG,1881,2534824
ARG,1882,2615789
ARG,1883,2699340
ARG,1884,2785560
ARG,1885,2874534
ARG,1886,2966350
ARG,1887,3061098
ARG,1888,3158873
ARG,1889,3260729
ARG,1890,3366831
ARG,1891,3477345
ARG,1892,3592446
ARG,1893,3712318
ARG,1894,3836189
ARG,1895,3964194
ARG,1896,4096469
ARG,1897,4233159
ARG,1898,4374409
ARG,1899,4524892
ARG,1900,4685089
ARG,1901,4855502
ARG,1902,5036658
ARG,1903,5229108
ARG,1904,5428911
ARG,1905,5636349
ARG,1906,5851713
ARG,1907,6075305
ARG,1908,6307441
ARG,1909,6532092
ARG,1910,6748544
ARG,1911,6956048
ARG,1912,7153812
ARG,1913,7341005
ARG,1914,7533097
ARG,1915,7730214
ARG,1916,7932490
ARG,1917,8140058
ARG,1918,8354021
ARG,1919,8579951
ARG,1920,8818354
ARG,1921,9069751
ARG,1922,9334686
ARG,1923,9613722
ARG,1924,9901098
ARG,1925,10197065
ARG,1926,10501879
ARG,1927,10815805
ARG,1928,11139114
ARG,1929,11443159
ARG,1930,11726853
ARG,1931,11989069
ARG,1932,12228636
ARG,1933,12444339
ARG,1934,12663847
ARG,1935,12887227
ARG,1936,13114548
ARG,1937,13345878
ARG,1938,13581288
ARG,1939,13825464
ARG,1940,14078649
ARG,1941,14341093
ARG,1942,14613051
ARG,1943,14894786
ARG,1944,15181952
ARG,1945,15474655
ARG,1946,15773001
ARG,1947,16077098
ARG,1948,16387059
ARG,1949,16700599
ARG,1950,17017891
ARG,1951,17355540
ARG,1952,17696369
ARG,1953,18037024
ARG,1954,18375230
ARG,1955,18708360
ARG,1956,19040586
ARG,1957,19373418
ARG,1958,19704811
ARG,1959,20037066
ARG,1960,20367901
ARG,1961,20703468
ARG,1962,21046454
ARG,1963,21392860
ARG,1964,21738970
ARG,1965,22083148
ARG,1966,22428509
ARG,1967,22778038
ARG,1968,23131778
ARG,1969,23490372
ARG,1970,23860568
ARG,1971,24240296
ARG,1972,24628565
ARG,1973,25033300
ARG,1974,25455552
ARG,1975,25874834
ARG,1976,26286270
ARG,1977,26707797
ARG,1978,27139144
ARG,1979,27576516
ARG,1980,28018202
ARG,1981,28467620
ARG,1982,28923518
ARG,1983,29384238
ARG,1984,29847646
ARG,1985,30311784
ARG,1986,30780158
